content,score
"Samsung s22 ultra, Приложение не может авторизовать меня. вылетает ошибка",1
"После обновления не открывается, выдает ошибку и вылетает сразу",1
"Невозможно запустить камеру что за непонятное явление, не могу зарегистрироваться в егов, исправьте это недоразумение....",1
Тупое приложение. Даже зарегестрироваться невозможно. Для чего вообще оно нужно тогда??????? Оно даже не открывается!!!,1
Данные не корректны. Обновление данных не происходит долго.,1
"Крайне не оптимизированное приложение,легче поехать в ЦОН,чем тратить на это время и нервы",1
"По проще немогли придумать,почему одноразовый пароль без конца запрашивает, хоть и отпровляю?!",1
"Работал год назад.Переустановил,всеравно не работает,выбивает бесконечно!!!",1
Очень плохо. выдает ошибки то пороль то почта не правильная перепробовал все не получилось зарегистрироваться,1
"Конченое приложение,даже не могу пройди видео проверку,сделайте нейтральное лицо,это какое,а,мертвое что-ли,идиотизм какой-то",1
"Самое тупойское приложение! Почему так сложно скачать паспорт вакцинации? Интернет работает, а этот тупойское приложение нет. Никогда не обновляются данные. Почему разработчики или программисты не работают с пользователями? Уффф, нервы мои",1
"Ужасное приложение.половина функций не возможно сделать.в графе семья из троих детей отброжаетса только один.Нужно было зделать заявку дочери на общежитие в Кокшетау ,заходиш в графу обучение а дальше извените полное г..о в поиске задаваемых вопросов полный дурдом..",1
"Уважаемые разработчики, почему опять при первоначальной авторизации, нельзя просто выбрать ключи, а нужно их выпускать заново?",1
"Даже смс не приходит, для проверки, плюс документы срочно не приходят, про ашик я вообще молчу, стою у магазина полчаса",1
Программа просто отстой полнейший. В течении пяти минут состав моей семьи менялся четыре раза. А что бы посмотреть паспорт вакцинации нужно совершать каждый раз бешенные танцы с бубном.,1
"После обновления невозможно авторизоваться. Исправьте, пожалуйста, все проблемы!!!!!",1
"Очень плохое приложение, паспорт вакцинации не появился, прошло уже восемь дней, звонить безполезно идет ""футбол"" полное безобразие, операторы грубят не хотят ничего объяснять",1
Мало того что не скачиваеться норм так ещё и глючит не регестрирует не рабочие приложение.,1
"Приложение ваше гребанное, не работает. Невозможно получить ЭЦП, поле с заполнением почты личной - НЕ АКТИВНО!!!! 21 век на дворе а КАЗАХСТАН не может разработать обычное приложение!!!!!!",1
"Здраствуйте, как можно просматривать очередь на жильё? Что за недоработаная прога, верните старую пока недоработаете новую.",1
Приложение кривое цифровые документы не грузятся. Полный отстой.,1
"ничего не работает, пустое приложение с услугами которые не работают!",1
"Вылетает после обновления, В очередь не записаться выдает ошибку, Удалил😡",1
вапше нельзя посмотреть програм постоянно тупит не открывается документы загрузить вапше долгая история,1
"Обновление когда будет, новый удос получила,паспорт удос тоже нету, что за предложение, обновите хотя бы",1
Не получается получить адресную спраку для третьих лиц. Просто зависает и все. Ни ответа ни привета,1
Не показывает мои документы. Впринипе после последнего обновления вообще ничего не работает,1
"Не работает дальше после таво когда нажимаю разрешить , просто пустое поле и отмена сверху и все ничего нету",1
"Самое ужасное приложение, нету видео для авторизации оно просто невыходит! И вот как мне получить справку?",1
"задумка хорошая,но реализация просто кошмар.работает через раз.",1
"Прм авторизации пишет - ""неизвестная ошибка. Попробуйте позднее"". Нормально же работала прежняя версия. Зачем менять на это нерабочее ""Г""??",1
Не открывается пишет что открыты root права хотя проверка показала что все закрыто,1
Здравствуйте. Не могу пройти регистрацию идёт запуск камеры и всё на этом потом просто выкидывает,1
"У Вас данные обновляются? Поменял права 25 дней назад, а в приложении все ещё старые данные.",1
Бл... если не можете разрабатывать приложение не делайте. При запросе пцр теста приложение долго думает потом выкидывает программу,1
"Хотьба по кругу.Вводишь даные,активизируешь,и опять теже действия повторяешь ,потом снова и снова.",1
Что с сайтос сделали не могу пройти регестрацию постоянно показывает ошибку сделайте как раньше с одноразовым паролем.изуродывали сайт не зайти не че.изобретатели не доделанные,1
"В настройках не сохраняется электронная почта, хотел заказать ЭЦП через приложение. Звоню на номер 1414, сразу сбрасывает. Ответьте пожалуйста",1
"Все виснет, невозможно зайти. История заказов не грузится. Очень сильно виснет",1
"Не могу выбрать эцп с папки на телефоне, требует егистрацию нового. Что вы наменяли - раньше работало",1
"Пришло смс с кодом подтверждения, хотя я не выполнял вход в приложение.",1
"При авторизации приложение не видит ЭЦП на смартфоне, раньше работало нормально",1
"Тупое приложение , нихрена не понятно , дибильное digital ID , не получается",1
Сайт ужасный после каждого обновления требуют пороль и авторизацию какую-то почему надоугих сайтах по нескольку лет сидиш и ничего этого нетребкется???? Удалила эту нервотрёпки👎👎👎,1
"После обновления не могу найти услугу о пенсионных накопления. Платежи по енпф не обновляются. В сведениях о семье нет ни дочиных данных, ни мужа. Смысл в приложении, если отслеживать пенсионку через цон бегать?????",1
"Неудобно, лагает (хоть и телефон новый), сложно зарегистрироваться.",1
Почему После обновления геморрой с приложением... Нафиг тогда оно нужно если проблемы создаются а не решаются,1
Почему вечно вылетает это недоприложение? Почему при повторной регистрации не приходит код с смс?,1
Не получается авторизоваться даже при вводе пароля. Убогое приложение,1
"Тупое приложение, до сих пор показывает, что я работаю до сих пор на прошлой работе, жесть.",1
"Невозможно получить электронную ЭЦП во время снимки видео показывает что ошибка не обнаружен, ошибка за ошибкой",1
"Не грузит, зависает. Сложная система. Приложение отстой!",1
Приложение г.. но! Почему все время пишет что нет ЭЦП ключей? У меня они загружены на телефон .уеьки! поставил бы ноль,1
Не могу получить адресную справку на себя и на третьего лица. Раньше было быстрее. Сейчас надо ждать долго и то не было справки,1
"Даже после регистрации через видео звонок выдаёт ошибку номер не зарегистрирован в базе данных, ""пройдите авторизацию""",1
Разработчик просьба верните старую версию егов дли входа через иин а то после обновления невозможно пользоваться приложением,1
"Приложение работает некорректно, не дает возможность сделать элементарные заявки",1
Виртуальный ассистент не работает Сбрасывайте звонки? Видео проверку невозможно пройти,1
"Господи..... Как же в нашей стране все сложно. Никаких лёгких путей. Обязательно нужны ключи эцп, все для людей бл* 🤬🤬🤬🤬",1
"Не рабочее приложение, ждал пол часа смс не приходит, уважаемые разработчики проявите пожалуйста немного внимания(ПРИЛОЖЕНИЕ ВАЩЕ НЕ РАБОТАЕТ!)",1
Раздел цифровые документы не работает! Зачем его делать если он не работает...,1
"При использовании Eotinish после попытки сделать фото, кнопки перестают работать",1
Почему не открывается цифровые документы!? Пишет типа еет данных.. как так?,1
Почему меня выкидывает с приложения? Я регистрацию прошла успешно и теперь выкидывает я не мог вообще зайти в приложение,1
"Не работает приложении как надо, не все функции работают, верните старое приложение !",1
"Исправьте ошибку а, что это такое вообще не пойму 🙄🙄🙄🙄. На телефоне рут нет. Причем тут вообще рут😟😔",1
"Мне сказали удалить старую и закачать новую версию, закачал, но теперь не приходит смс с кодом для входа.",1
"Не приходит смс на мой номер Билайн уже который день. Не фига не работает, вроде работал а сейчас 0.",1
"Самая тупая программа, постоянно виснет. В какой раздел не зайди, показывает белый экран",1
Битый час не могу зарегистрироваться то не правильно введен пароль то не правильно почта указана боже как вы вообще не постыдились выпустить такое сырое приложение,1
"Куда смотрят разработчики? При регистрации не включается камера, пройти регистрацию невозможно, а если так то зачем оно вообще нужно?",1
Приложение не работает. Открывается и тут же закрывается.,1
При в входе в ваши документы выдает белый экран остальные вкладки работают.,1
Приложение просто виснет и показывает попробуйте позже уже две сутки пытаюсь войти а она просит позже,1
Невозможно зайти! После авторизации появляется белый экран и все :(,1
Приложение работает ужасно. Еле как авторизовался. Камера плохо настраивается в приложении. Вкладки не открываются. Просто ужасно,1
Не видит ЭЦП в телефоне. До обновления все работало.,1
После обновления не входит в приложение. Само приложение отстойное,1
Неудобно работать..... Справки об обременениях и зарегистрированных правах...,1
Перестала работать камера при получении эцп в приложении вместо него логотип проигрывателя,1
Уважаемые разработчики!Почему в приложении не работает услуга онлайн просмотр очередь на жильё? В старой версии работало,1
До работайте приложение старое приложение было нормальным а тут мало сервисов и еще и глючит,1
"Не могу авторизоваться уже неделю. После обновления белый экран стоит, когда хочу пройти идентификацию.",1
"Связь с оператором отсутствует, файлы не скачивает, разработчики не отвечают",1
"Зачем обновили,каждый раз заходить стало очень трудно. Верните прежнию версию",1
"Очень сырое приложение, легче в ЦОН сходить, два часа в очереди, и быстрее сделать....",1
Почему не отображается ни один цифровой документ в приложении? Белый экран и все?,1
"Здравствуйте, ввожу Pin для Digital постоянно выходит ошибка, ввожу все правило",1
В приложении не возможно авторизоваться целый час пытался разпознование лица совсем не работает,1
Цифровые документы вообще не открываются! Это просто ужасно!,1
"Рукожопое приложение,нечего сделать не можете нормально ,регистрация самая кошмарная, одни ошибки",1
"Приложение глючит, не показывает страницы. Оцениваю как худшее приложение",1
"Самое долбанутое приложение, в прочем как и все в Казахстане Не работает ID digital. Создатель дно",1
"Какие документы??? Регистрацию невозможно закончить, пароль какой бы не написал все не тот формат!??? Выходит какое ********** такое и приложение",1
"Даже вход не выполняет, приходит СМС а дальше ничего. Просит ещё проверочный код, вводишь код просит ещё код проверочный. И так целый час сидел",1
Очень плохо. Цифровые документы не открываются. Выдает ошибку,1
"Заказала справку об адресных данных на третье лицо, не приходит уже 2 дня, хотя написано что в течение 15 минут. Все подтверждения сделаны.",1
"Раздел ""цифровые документы"" висит сегодня весь день. Вообще не заходит. Столько бюджетных денег выделяют, неужели нельзя сделать нормальный сервис???",1
"Ужасно, ниче не работает, пцр тест не показывает, виснет",1
"Сделайте нормальное приложения, Пройти видео проверку не возможно у людей не хватает нервов. Посмотрите как в Каспи сделано и как здесь! Надеюсь люди со мной согласятся.",1
Ужасное приложение ( работает ужасно ( электронные документы неотображаются (,1
"Впечатления ужасные , приложение глючит и не принимает правильные пароли",1
Обновили преложения теперь нельзя проверить запрет на выезд . Нужна регистрация исправьте!,1
Добрый день! Почему нельзя посмотреть как в предыдущей версии приложения просмотр очереди на жилье?? Уже 5 месяцев никак невозможно авторизоваться!,1
"Приложение не работает, не возможно пройти регистрацию, выдаёт ошибку.",1
"Ужасное приложение! Который день не могу войти, зарегестрироваться, не приходит смс сообщение с кодом!",1
"Кнопка начать не работает, идентификацию по лицу не пройти. Вот как можно так криво сделать приложение?",1
Не вносит телефон в базу. СМС приходит а в приложении не отображает номер.,1
Худшее приложение. Документы не обновляется. Система ЕЦП просто выводит из себя.,1
Самое тупое приложение для телефона. Не каких удобств . Тормозит лагает вылетает,1
Не могу пройти регистрацию после проверки через камеру белый экран. Просто худшие! И кто пять звёзд ставят такому приложению?,1
"Оптимизация приложения умирает, стоит только нажать кнопку назад 2 раза подряд",1
Приложение нОООль!!! Где не цепляешься всегда зайдешь в тупик!!! Я хочу сделать авторизацию и тут ничего не выходит...,1
Не советую скачивать!!! Ничего не работает. Даже смс код не приходит. Позор разработчикам,1
Приложение не скачивает файлы приходится нажимать одно и тоже по 8 раз,1
"Не работает сервис цифровые документы, а также не нажимается в е отиниш подать обращение",1
Очень плохо работает приложение документы не открываются не могу просмотреть свои запросы услуг,1
"Закрывается само, на любую кнопку нажимаешь и оно закрывается... Как работать в нём?",1
"Вылезает много ошибок, и приложения перестаёт работать!!!",1
Самое худшее приложение которое я встречал. Не оптимизировано под нужды населения!,1
"Все плохо никак не могу проверить очереди жилья, не загружает,mgov было намного лучше чем это",1
Оно так называемоё приложение. Не работает. Сразу видно уровень айтишников что его создавали.😭😭😭,1
"Спасибо, дайте сделать приложение заново тем людям, кто переделывал дамумед, там реально получилась конфетка, и хорош деньги воровать на создании дерьмового приложения, спасибо!",1
"Не могу зайти по ЭЦП раньше заходила нормально, после обновления, ужас, верните старую версию",1
"Вообще не могу зарегистрироваться, все начинает зависать после видео фиксации",1
Не работает вкладка цифровые документы! Открывается белый экран!,1
"Даже номер российского сотового не принимает. На этом все закончилось, так и не успев начаться(",1
Приложение работает так-же как и цоны! Неизвестноя ошибка... отстой вся ваша система!,1
"Не могу пройти видео регистрацию камера не работает в приложение, в приложение дал разрешение на пользование камерой в чем проблема??? Уже переустановил не помогает",1
"Плохо грузится,хотела прикрепить детей к поликлинике 3 раза приходит отказ хотя меня туда же прикрепили,с утра можно посмотреть историю заказов а в течении дня уже не загружается информация👎",1
Ужасная программа. При попытке войти через эцп просто выкидывает из приложения .,1
"Камера не работает, не возможно зарегистрироваться. Много времени потерял.",1
"Это самое дибильное приложение которое я видел , не доработанное как и сам разработчик !!! Отстой , днище полное !!!",1
"Стабильности нет и надежности, постоянно вылетает и тормозит",1
Идиотское приложение 2 дня не получается зарегистрироваться.еще бесит навязывают какой пароль должен быть.мы сами в ответе за свой пароль !сами разберемся.,1
"То же самое, что и у всех. Невозможно зарегистрироваться. Столько людей об этом написало, вы знаете об этой проблеме. Почему бы её не исправить?",1
"Самое дебильное приложения из всех не принимает пароль, виснет отечественный продукт",1
"Бесполезное приложение, регистрация невозможно, легче найти единорога чем зарегистрироваться",1
"Видно что Казахстанский сайт, куда не нажми везде ошибки , не правильно. Нету данных пишут . Как кунделик КЗ. Что за мамбетв делают эти приложении",1
"Верните адресную справку. Постоянном пишет ол ошибке. Сколько раз отправлял, без резултата.",1
Вторую неделю не могу пройти биометрическую регистрацию и освещение менял и очки снимал. Что за приложение,1
После обновления вообще невозможно пройти регистрацию. Постоянная ошибка,1
"Ничего не работает. Верификация полностью тупит,база не рабочая",1
"Полнейшая дрянь, невозможно пройти регистрацию, всегда пишет: ""не верный пароль"".",1
"Дааа, уж. Как зарегистрироваться, непонятно. Камера не включается в приложении. И облом. Печальное приложение.",1
"Почему я не могу зарегистрироваться? То не верная форма пароля, хотя я сделал все правильно, то не верная форма эмейла. Что за бред разработчики. Это гос-приложение, а не игрушки",1
Паршивое приложение ничего не открывается выданные справки открыть невозможно,1
Не могу зайти ! Главное ИИН и номер телефона через браузер все норм а в приложении якобы номер не подтверждён в МГБ че за бред ?! Почему в старую версию мобильного правительства я мог спокойно заходить а в новую уже не получается !,1
После авторизации какую бы услугу не заказывал долго загружает и просто выходит из приложения,1
Почему камеру не включает? Распознавания лица нет. Все разрешения включены,1
Все на Английском языке . Вход по ЭЦП не работает . Вход по временному паролю не работает.,1
"Ввожу одноразовый код из смс, ошибка, код не соответствует. Хотя ввожу верный. В чем причина?",1
"Раньше открывалась вкладка Цифровые документы , А сейчас пустота.",1
"Приложение постоянно вылетает, не возможно получить необходимую информацию или подать заявку",1
Без полезное приложение. Ничего нет. Невозможно даже найти раздел для подачи заявки в школу в 1 класс,1
"Не даёт зарегистрироваться. Ваша заявка отправлена на модерацию и все, больше никакой информации 🤷",1
Приложение УБОГОЕ! Пролистать что-либо во время регистрации - невозможно,1
"Ужас ,я не могу даже войти , приходят коды на телефон , а приложение выдает ошибку",1
"Слов нет, одни маты!!! Когда ж наконец то это приложение будет работать стабильно? Когда надо всегда какие то проблемы у egov.",1
После переустановки на новый телефон не может поменять эцп. Указывает старый.,1
Приложение тупит не правильно отображается данные или вообще не отображается,1
Вход по sms неработает зависает потом просит заново войти и так до бесконечности,1
Не могу авторизироваться.видеоинтдефикацию прошла успешно и все конец.ни эцп тебе ни смс.,1
Все плохо. Ни с ios ни с Android войти не получается. Решите проблему. Раньше проблем не было.,1
"Перестало работать после последнего Апдейта, переустановка проблемы не решила",1
Дорогие Разработчики. Теперь добавьте NCA Layer. Без этого никак не можем поставить подпись на документы,1
"Приложенные документы не открываются, ошибка 401. Сделайте тогда возможность скачивать",1
Справки не открывает! А на медицинском страховании вообще зависает и потом вылетает,1
После верификации невозможно получить услугу т.к. все опции и функции исчезают,1
"Невозможно войти с первого раза, постоянно зависает",1
"Что сказать? ЭЦП получить невозможно , прошла идентификацию , придумала пароль , потом при выборе для ЭЦП телефона или удостоверения ввожу пароль выдает ОШИБКА и так целый день , ну господа это ужас , столько нервов надо, а через портал запрашивает ЭЦП , так ведь его ж у меня нет , для это и мучаюсь с вашим мбильным приложением , нужно что делать с этим господа даже скрины есть где оно тормозит ,только вот куда их крепить то не пойму. Не экономит время а тратит его ...",1
"Разрабам дизлайк 👎 !!! Приложение для народа ? Не позорьтесь рукожопы !!! Очень , очень печально , что в такое смутное время невозможно воспользоваться ,,полезной,, программой",1
Что за бесконечная синхронизация данных идёт? Ничего не работает.,1
Куда пропали документы отображающиеся в цифровом формате? Не могу найти свидетельство детей и о браке... это как? Когда восстановиться теперь?,1
"Здравствуйте. Почему вы не читаете отзывы? Абсолютно неудобное мобильное приложение, будто создавали новички. Очень печально.",1
"Установил, все на английском, так и не нашел настройку чтоб поменять язык 👎",1
"😠😠😠😠😠😠 только такие эмоции от приложения!!! ""Всегда доступны для Вас Ваши документы""... ага, щас!",1
"Удостоверение поменяла, а в программе старое висит, как буд-то просрочилось",1
"самое плохое предложение, не стабильно работает, сбой системы постоянно,зачем создавать если не работе",1
"После обновления не могу пройти видеопроверку, приложение не подключается к камере.",1
Непонятное приложение. Не смогла получить бронь. Лучше телеграмм!!!!,1
"приложение просит обновить, но загрузка идет бесконечно, остановил в ручную. Help разработчик",1
"Несколько дней не могу зарегистрироваться, просит придумать пароль и каждый раз отвечает неправильный пароль.",1
Уже который день не могу зайти в приложение по регистрации; вечно выдаёт ошибку. Прошу решить вопрос!,1
"Не могу зайти в приложение,элементарно прикрепиться в больницу.Уже 5 месяцев. Nitec недоступен.👎👎👎",1
"Отвратительно! Полдня пытаюсь зарегистрироваться, результат - ноль. Доходит до определённого этапа и опять всё заново. Неужели нет нормальных программистов, чтобы довести всё это ""до ума""?!",1
"Плохо. Невозможно подать на обмен водительского удостоверения заявку ошибка выходит постоянно, бардак.",1
Задумка хорошая реализация г**но после обновление начала вылетать.,1
Приложение ужасно тупит и не работает. Короче потратил нервы и время .,1
"Выдаёт не точную информацию. Вечно глючит. Паспорта вакцинации нет моего тут, ни свидетельства о браке, ничего НЕТ! Даже уд моих детей нет. Тупое приложение",1
"Все вылетает просит быстрый интернет , А где я его возьму живём в районе . Дальше ещё больше заморочек .",1
"Невозможно пользоваться, не могу зайти дальше ввода ИИН, после которого выдаёт ошибку, что он не найден в базе",1
Ужасное приложение. Фото надо снимать несколько раз. Да все не как. Сбой системы,1
"Не возможно зарегистрироваться, не тот формат, телефон не зарегистрирован. Полная ерунда,",1
Отстой!!! Разрабы даже не смотрят за приложухоц. Не открывается вообще.,1
"Ваше приложение не работает, невозможно войти, сделайте более доступным😡",1
"Невозможно получить справку. Нажимаю на ""цифровые документы"" а там белый экран и все",1
"Кто создавал это приложение? уверен 99% пользавателей дальше регистрации не проходят. зарегистрироваться в м-гов надо, что это кто это не написали. Информации официальной нет, с телефона зарегестрироваться не реально, сайт полурабочий. Дошёл до момента где нужна электронная цифровая подпись, в итоге нужно идти в цон и делать её там и только потом всё начинать с заново. Представляете люди не разбирающиеся в технологиях решили зарегестрироваться? Это нереально. В колл центре валенки сидят!",1
Так и не могу пройти перепись наседения. Пароль входа не востанавливается требует код активации. Где его взять? Мне бы пароль востановитб. Тупость какая то,1
Верните старый формат егов там услуг больше и интерфейс лучше.,1
Полный отстой. А не программа. Раньше нормально заходил теперь постоянно просит ЭЦП. Кто его обновил реальная 🐒.,1
"Приложения не работает каждый раз просит эцп,каждый раз выкидовает",1
"Приложение ужасно работает,""виснет"" постоянно,это ОГРОМНЫЙ минус.",1
Невозможно пройти даже авторизацию. Для чего вообще было нужно это обновление..,1
"подключил казтокен к смартфону, но приложение его не видит. исправьте",1
Вообще ни чего не открывается после сегоднешнего обновления.,1
"Поменял документы уже давно,а в приложении так и стоит уведомление что срок документов истёк 🤦🤦",1
"Уважаемые разработчики, почему после последнего обновления программа ругается на присутствие root прав, исправьте, пожалуйста",1
"Работает слабо, плохо открываются электронные документы.",1
"Ужасное приложение нечего не работает, не просматривается очередь на жилье.",1
"После переустановки приложения не могу пройти авторизацию, пишет что эцп на устройстве не найдены",1
Не подавайте через это приложение на выдачу Водительского удостоверения. Делайте это через сайт. Приложение сырое. Только время потеряете.,1
"Одно единственное приложение, которое видит root на смартфоне, разрабы, подскажите где он находится? А то я ломаю голову, не могу рутануть его. Вы видимо знаете что то, чего не знаю я?",1
"Прислали код по однаразовому поролю , ввел код и там выходить неверный код и меня заблокировали! Теперь не могу войти даже по интернет браузером.",1
"Здравствуйте. После обновления программы у меня появились проданные квартира и земельный участок. Переговорила с нотариусами, они сказали, что за мной эти имущества не числятся. Прошу вас привести в соответствие мои данные.",1
"Откуда у этого приложения три балла общих? В лучшем случае 1, а по-хорошему минусовая. Я даже зарегистрироваться не могу",1
Digital ID Виртуальный ассистент не работает! Когда вы уже почините?,1
Не проходит регистрация постоянно выдает ошибку после обновление digital id,1
"Скажу честно, не хочу говорить что это ху_ня полная но это так и есть. Я тупо не смог зарегистрироваться так как там нужно очень много данных и после 3 попытки Бан на 15мин. Моё мнение в это время:""Дану его ....""(Вы поняли). Попробуйте облегчить эту штуку.",1
"Легче через официальный сайт заходить, чем через приложение. Прошу исправить ошибки.",1
"Никак не могу зарегистрироваться на егов, звонил по видео звонку говорят что всё зарегистрирован но нет выходит тоже самое ошибка.",1
"Чтобы зарегистрироваться нужно 7 кругов ада проити, скачай приложение, введи ИИН, потом некорректный, потом номер в егов нужно скачать, просто опа, счёт в банке легче открыть",1
"После загрузки, не выходит по ссылкам, белый экран. Сырое приложение",1
Не знаю за что Багдат Мусин поглагодарил разрабов с Нита но лично на моем телефоне при заказе услуги приложение ложится и высыпается в краш. В моих документах пусто. Опять поди на тестерах сэкономили. Лучше нужно тестить товарищи.,1
"приложение ухудшилось,раньше было легче зарегистрироваться,а сейчас просто вылетает при Авторизации",1
Насколько оно недоработано. Ужасно. Виснет на каждом отделе. Отвратительно сделано.,1
"Недоработанное приложение и на него были потрачены бюджетные средства, кроме имени с фамилией и места жительства ничего не показывает.",1
